Z3ProductSet_time,CanonicalHyperCubeSet_time,Z3ProductSet_outcome,CanonicalHyperCubeSet_outcome,description
0.01818250003270805,7.860001642256975e-05,True,True,"<allow_list=[ConnectionAttributes(src_ports=None, negate_src_ports=False, dst_ports=None, negate_dst_ports=False, methods=['GET'], negate_methods=False, paths=None, negate_paths=False, hosts=None, negate_hosts=False)]; deny_list=[]>"
0.009336300019640476,7.509998977184296e-05,True,True,"<allow_list=[ConnectionAttributes(src_ports=[(0, 1000), 1234, 4321], negate_src_ports=True, dst_ports=[(0, 1000), 1234, 4321], negate_dst_ports=True, methods=None, negate_methods=False, paths=None, negate_paths=False, hosts=None, negate_hosts=False)]; deny_list=[]>"
0.008473999972920865,0.023722700017970055,True,True,"<allow_list=[ConnectionAttributes(src_ports=[443], negate_src_ports=False, dst_ports=[443], negate_dst_ports=False, methods=['GET'], negate_methods=False, paths=['/server/request'], negate_paths=False, hosts=['/us/*'], negate_hosts=False)]; deny_list=[]>"
0.030742099974304438,0.10242190002463758,True,True,"<allow_list=[ConnectionAttributes(src_ports=[443, 444], negate_src_ports=False, dst_ports=[443, 444], negate_dst_ports=False, methods=['GET', 'PUT', 'POST', 'DELETE'], negate_methods=False, paths=['/server/request', '/server/update', '/server2/*'], negate_paths=False, hosts=['/us/*', '/canada/*'], negate_hosts=False)]; deny_list=[]>"
0.0656773000373505,0.14684639999177307,True,True,"<allow_list=[ConnectionAttributes(src_ports=[(1024, 2048), (4000, 6000)], negate_src_ports=False, dst_ports=[(1024, 4000), (400, 600), 5555], negate_dst_ports=False, methods=['GET', 'PUT'], negate_methods=False, paths=['/server2/*', '*/update'], negate_paths=True, hosts=['/canada/*', '/us/*', '/my/funny/cat'], negate_hosts=False)]; deny_list=[]>"
0.10169699997641146,0.19375689997104928,True,True,"<allow_list=[ConnectionAttributes(src_ports=[(1024, 2048), (4000, 6000), 6002, 6007], negate_src_ports=False, dst_ports=[(1024, 4000), (400, 600), 5555, 17, 42], negate_dst_ports=True, methods=['GET', 'DELETE'], negate_methods=False, paths=['/server2/update', '*/update', '*/request', '/server3/fun'], negate_paths=False, hosts=['/canada/*', '/us/*', '/my/funny/cat'], negate_hosts=True)]; deny_list=[]>"
0.06385819998104125,0.15673540002899244,True,True,"<allow_list=[ConnectionAttributes(src_ports=[(0, 13107), (26214, 39321), (52428, 65536)], negate_src_ports=False, dst_ports=[(0, 21845), (43690, 65536)], negate_dst_ports=False, methods=None, negate_methods=False, paths=['/server2/*', '*/update', '*/request', '/server3/fun', '/server1/not/fun'], negate_paths=False, hosts=None, negate_hosts=False)]; deny_list=[]>"
0.02585259999614209,0.03628529992420226,True,True,"<allow_list=[ConnectionAttributes(src_ports=[11, 111, 1, 22, 2, 222, (1024, 2048), (4000, 6000), 6002, 6007], negate_src_ports=False, dst_ports=[(1024, 4000), (400, 600), 5555, 17, 42, 11, 1], negate_dst_ports=False, methods=None, negate_methods=False, paths=['/server2/*', '*/update', '/server3/fun'], negate_paths=False, hosts=['/canada/*', '/my/funny/cat'], negate_hosts=False)]; deny_list=[]>"
0.09342949994606897,0.31917140004225075,True,True,"<allow_list=[ConnectionAttributes(src_ports=[(1024, 1048), (2024, 2048), (4000, 5005), 6002, 6007], negate_src_ports=False, dst_ports=[1, 2, 3, 123, (1024, 4000), (400, 600), 5555, 17, 42], negate_dst_ports=False, methods=['GET', 'DELETE', 'PUT'], negate_methods=False, paths=['*/fun', '/server/*', '/server1/*'], negate_paths=True, hosts=['/canada/*', '/us/newyork/*', '/france/paris/*'], negate_hosts=False)]; deny_list=[]>"
0.038038300059270114,0.1256195000023581,True,True,"<allow_list=[ConnectionAttributes(src_ports=[(1024, 2048), (4000, 6000), 6002, 6007], negate_src_ports=False, dst_ports=[(1024, 4000), (400, 600), 5555, 17, 42], negate_dst_ports=True, methods=['PUT', 'DELETE', 'CONNECT'], negate_methods=False, paths=['*/update', '*/request', '/server3/*'], negate_paths=False, hosts=['/my/funny/cat'], negate_hosts=False)]; deny_list=[]>"
