n_dims,n_cubes,operation,CanonicalHyperCubeSet,Z3ProductSet
5,3,creation,0.016640499932691455,0.02173120016232133
5,3,add_cube,0.000780800124630332,0.008310200180858374
5,3,add_hole,0.0007931999862194061,0.0012054999824613333
5,3,contained_in,0.029754200018942356,0.001706999959424138
5,3,contained_in,0.04683960019610822,0.00044439989142119884
5,3,contained_in,0.8062561000697315,0.0009179001208394766
5,3,contained_in,0.008027200121432543,0.0004368999507278204
5,6,creation,0.0049178998451679945,0.01515089999884367
5,6,add_cube,0.0007827000226825476,0.007462600013241172
5,6,add_hole,0.0007978999055922031,0.001586100086569786
5,6,contained_in,0.0082204001955688,0.0033638000022619963
5,6,contained_in,0.045896399999037385,0.0008555999957025051
5,6,contained_in,1.7671491999644786,0.0022818001452833414
5,6,contained_in,0.00995330000296235,0.001034500077366829
5,9,creation,0.007332199951633811,0.01889940002001822
5,9,add_cube,0.0007952998857945204,0.008791300002485514
5,9,add_hole,0.000810900004580617,0.001276899827644229
5,9,contained_in,0.008692100178450346,0.00687729986384511
5,9,contained_in,0.034025900065898895,0.0021037000697106123
5,9,contained_in,2.172351900022477,0.0045737000182271
5,9,contained_in,0.00865890015847981,0.0022885999642312527
5,12,creation,0.009822200052440166,0.024402700131759048
5,12,add_cube,0.0008020000532269478,0.010560500202700496
5,12,add_hole,0.0008114001248031855,0.0018136999569833279
5,12,contained_in,0.008867899887263775,0.01130709983408451
5,12,contained_in,0.025004900060594082,0.004542199894785881
5,12,contained_in,2.4753321998286992,0.008602699963375926
5,12,contained_in,0.009219399886205792,0.004802600014954805
5,15,creation,0.012255999958142638,0.03260610019788146
5,15,add_cube,0.000817399937659502,0.012834099819883704
5,15,add_hole,0.0008193000685423613,0.002549899974837899
5,15,contained_in,0.01401160005480051,0.01867570006288588
5,15,contained_in,0.04346839990466833,0.008917000144720078
5,15,contained_in,2.6439030999317765,0.015294899931177497
5,15,contained_in,0.00987609988078475,0.009064000099897385
10,3,creation,0.0048741998616606,0.0014973999932408333
10,3,add_cube,0.001571000088006258,0.0007806001231074333
10,3,add_hole,0.0015730001032352448,0.0009206000249832869
10,3,contained_in,0.008248999947682023,0.0003874001558870077
10,3,contained_in,0.05846949992701411,0.00036079995334148407
10,3,contained_in,1.7095671000424773,0.0006472000386565924
10,3,contained_in,0.008613399928435683,0.0005190002266317606
10,6,creation,0.009690199978649616,0.004198199836537242
10,6,add_cube,0.0015550998505204916,0.001108699943870306
10,6,add_hole,0.0015886998735368252,0.0014078998938202858
10,6,contained_in,0.008375300094485283,0.0012555001303553581
10,6,contained_in,0.055025999899953604,0.0012067998759448528
10,6,contained_in,2.6245880001224577,0.0015919997822493315
10,6,contained_in,0.008883500006049871,0.0014850001316517591
10,9,creation,0.014246700098738074,0.007853500079363585
10,9,add_cube,0.0015637001488357782,0.0016894000582396984
10,9,add_hole,0.0015714999753981829,0.0019002999179065228
10,9,contained_in,0.009624599944800138,0.003024900099262595
10,9,contained_in,0.09482389991171658,0.003014700021594763
10,9,contained_in,8.869398399954662,0.003747799899429083
10,9,contained_in,0.01040560007095337,0.0032746000215411186
10,12,creation,0.019402199890464544,0.013587500201538205
10,12,add_cube,0.0015722999814897776,0.002564700087532401
10,12,add_hole,0.0015762001276016235,0.0026500001549720764
10,12,contained_in,0.010518199997022748,0.006228699814528227
10,12,contained_in,0.0669114999473095,0.0061888000927865505
10,12,contained_in,16.987107600085437,0.007477900013327599
10,12,contained_in,0.010616300161927938,0.00664220005273819
10,15,creation,0.02324329991824925,0.022774700075387955
10,15,add_cube,0.001532200025394559,0.0034754998050630093
10,15,add_hole,0.0015242998488247395,0.0033334000036120415
10,15,contained_in,0.012403599917888641,0.011178799904882908
10,15,contained_in,0.11634079995565116,0.01146129984408617
10,15,contained_in,34.51284740003757,0.013320100028067827
10,15,contained_in,0.01291339984163642,0.011971599888056517
15,3,creation,0.007308699889108539,0.0024785001296550035
15,3,add_cube,0.0023497999645769596,0.0011950000189244747
15,3,add_hole,0.0023393998853862286,0.0020251998212188482
15,3,contained_in,0.008092100033536553,0.0004932999145239592
15,3,contained_in,0.09776580007746816,0.00046839984133839607
15,3,contained_in,2.8172087999992073,0.0006891998928040266
15,3,contained_in,0.008998699951916933,0.0006669000722467899
15,6,creation,0.014790399931371212,0.006854499923065305
15,6,add_cube,0.002386499894782901,0.0019123000092804432
15,6,add_hole,0.00239539984613657,0.002846800023689866
15,6,contained_in,0.009432499995455146,0.0016799999866634607
15,6,contained_in,0.21862820000387728,0.0016707999166101217
15,6,contained_in,5.8416500999592245,0.0021502000745385885
15,6,contained_in,0.010196400107815862,0.00201339996419847
15,9,creation,0.021209499798715115,0.0130986999720335
15,9,add_cube,0.0023495000787079334,0.0027385998982936144
15,9,add_hole,0.0023395000025629997,0.0035996001679450274
15,9,contained_in,0.010318400105461478,0.003951000049710274
15,9,contained_in,0.09722020011395216,0.003984000068157911
15,9,contained_in,28.82874849997461,0.004723800113424659
15,9,contained_in,0.011561200022697449,0.004465700127184391
15,12,creation,0.029284500051289797,0.022994300117716193
15,12,add_cube,0.0024135999847203493,0.003987000091001391
15,12,add_hole,0.002420000033453107,0.00483600003644824
15,12,contained_in,0.01183500001206994,0.008314999984577298
15,12,contained_in,0.10216959984973073,0.008201699936762452
15,12,contained_in,32.7188738998957,0.009540500119328499
15,12,contained_in,0.012563399970531464,0.008901200024411082
15,15,creation,0.034873299999162555,0.04622600018046796
15,15,add_cube,0.0023242998868227005,0.005409399978816509
15,15,add_hole,0.0022646000143140554,0.005788900190964341
15,15,contained_in,0.014663200126960874,0.015319400001317263
15,15,contained_in,0.10817739996127784,0.014743400039151311
15,15,contained_in,41.79932400002144,0.016388399992138147
15,15,contained_in,0.015304000116884708,0.015214000130072236
