n_dims,n_cubes,operation,CanonicalHyperCubeSet,Z3ProductSet
1,1,creation,0.017686499981209636,0.05936340009793639
1,1,add_cube,0.007191999815404415,0.08905700012110174
1,1,add_hole,0.022348799975588918,0.009557799901813269
1,1,contained_in,0.01486070011742413,1.400010660290718e-06
1,1,contained_in,0.007139699999243021,7.00121745467186e-07
1,1,contained_in,0.03266920009627938,0.010900900000706315
1,1,contained_in,0.03823469998314977,0.001573400106281042
1,2,creation,0.014657099964097142,0.00015780003741383553
1,2,add_cube,0.006882500136271119,0.11424689996056259
1,2,add_hole,0.023951000068336725,0.021782099967822433
1,2,contained_in,0.03719069994986057,0.0015690999571233988
1,2,contained_in,0.03160530002787709,0.011122900061309338
1,2,contained_in,0.05371260014362633,0.012738400138914585
1,2,contained_in,0.0595571999438107,0.0022192997857928276
1,3,creation,0.022411300102248788,0.00022089993581175804
1,3,add_cube,0.006941600004211068,0.14826379995793104
1,3,add_hole,0.03165769996121526,0.03937570005655289
1,3,contained_in,0.05984499980695546,0.002202400006353855
1,3,contained_in,0.055479299975559115,0.012756599811837077
1,3,contained_in,0.07672070013359189,0.015311000170186162
1,3,contained_in,0.08333369996398687,0.0028512999415397644
1,4,creation,0.02942559984512627,0.00028360006399452686
1,4,add_cube,0.006928999908268452,0.1971694000530988
1,4,add_hole,0.04015079978853464,0.06796899996697903
1,4,contained_in,0.08334150002337992,0.0027902000583708286
1,4,contained_in,0.08571200002916157,0.015236600069329143
1,4,contained_in,0.10145909991115332,0.016786100110039115
1,4,contained_in,0.10516230016946793,0.0033825000282377005
2,1,creation,0.013810199918225408,0.00011329981498420238
2,1,add_cube,0.01381040015257895,0.00011430005542933941
2,1,add_hole,0.035714800003916025,8.729984983801842e-05
2,1,contained_in,0.028727199882268906,8.00006091594696e-07
2,1,contained_in,0.013408900005742908,6.00004568696022e-07
2,1,contained_in,0.08159119985066354,0.0023491999600082636
2,1,contained_in,0.1339630999136716,0.0008725000079721212
2,2,creation,0.02799680014140904,0.0002384998369961977
2,2,add_cube,0.01349889999255538,0.0030581001192331314
2,2,add_hole,0.06481050001457334,0.009632800007238984
2,2,contained_in,0.18612330011092126,0.0009784998837858438
2,2,contained_in,0.18261809996329248,0.00091890012845397
2,2,contained_in,0.23109479993581772,0.004872200079262257
2,2,contained_in,0.3806823999620974,0.0018265999387949705
2,3,creation,0.038880599895492196,0.0003633000887930393
2,3,add_cube,0.012847699923440814,0.004534000065177679
2,3,add_hole,0.09194169985130429,0.00013810000382363796
2,3,contained_in,0.5559445000253618,0.011018200078979135
2,3,contained_in,0.9987916999962181,0.001799900084733963
2,3,contained_in,0.5913992999121547,0.007094299886375666
2,3,contained_in,0.9745905001182109,0.002691099885851145
2,4,creation,0.051917799981310964,0.0005133999511599541
2,4,add_cube,0.012889700010418892,0.006113599985837936
2,4,add_hole,0.11967229982838035,0.00017829984426498413
2,4,contained_in,1.5594741001259536,0.012435299810022116
2,4,contained_in,4.842384499963373,0.0027743999380618334
2,4,contained_in,1.4629786999430507,0.009864100022241473
2,4,contained_in,2.3815770999062806,0.003673100145533681
3,1,creation,0.019357699900865555,0.00014510005712509155
3,1,add_cube,0.019273499958217144,0.00014539994299411774
3,1,add_hole,0.05960570019669831,0.00012580002658069134
3,1,contained_in,0.039626600220799446,7.00121745467186e-07
3,1,contained_in,0.018842900171875954,7.00121745467186e-07
3,1,contained_in,0.1433387000579387,0.0009234999306499958
3,1,contained_in,0.2930818998720497,0.0008819999638944864
3,2,creation,0.039193599950522184,0.00029770005494356155
3,2,add_cube,0.01951199979521334,0.00016449997201561928
3,2,add_hole,0.12201809999532998,0.0001588999293744564
3,2,contained_in,0.5677871000953019,0.0009444998577237129
3,2,contained_in,1.4411083001177758,0.0009879001881927252
3,2,contained_in,0.6154226998332888,0.0018499998841434717
3,2,contained_in,1.3816190999932587,0.0018237000331282616
3,3,creation,0.058907599886879325,0.0004707002080976963
3,3,add_cube,0.019442399963736534,0.00020370003767311573
3,3,add_hole,0.18972180015407503,0.00018620002083480358
3,3,contained_in,3.060548600042239,0.0018543999176472425
3,3,contained_in,53.44124269997701,0.0019078000914305449
3,3,contained_in,2.39695220021531,0.0028331999201327562
3,3,contained_in,5.735033900011331,0.002769799903035164
3,4,creation,0.0801289000082761,0.0006936001591384411
3,4,add_cube,0.019674000097438693,0.0002475001383572817
3,4,add_hole,0.2482392000965774,0.00022220006212592125
3,4,contained_in,13.319889100035653,0.00277670007199049
3,4,contained_in,1792.874191199895,0.002754800021648407
3,4,contained_in,8.729856700170785,0.0038451000582426786
3,4,contained_in,21.745884000090882,0.003729799995198846
