n_dims,n_cubes,operation,CanonicalHyperCubeSet,Z3ProductSet
5,3,creation,0.004982700105756521,0.0005387000273913145
5,3,membership_test,0.008186300052329898,2.00001522898674e-05
5,3,membership_test,0.007849999936297536,1.4699995517730713e-05
5,3,add_cube,0.0007601999677717686,0.0006458000279963017
5,3,add_hole,0.000790799967944622,0.0002552000805735588
5,3,contained_in,0.007776300190016627,6.220000796020031e-05
5,3,contained_in,0.00914159999229014,1.7800135537981987e-05
5,3,contained_in,0.008653099881485105,3.520003519952297e-05
5,3,contained_in,0.0077454999554902315,9.820004925131798e-05
5,6,creation,0.004574700025841594,0.0029565999284386635
5,6,membership_test,0.0077553000301122665,3.220001235604286e-05
5,6,membership_test,0.007783999899402261,2.050003968179226e-05
5,6,add_cube,0.0007795998826622963,0.0009483001194894314
5,6,add_hole,0.0007972999010235071,0.0012199999764561653
5,6,contained_in,0.007764100097119808,0.000250999815762043
5,6,contained_in,0.008589000208303332,1.850002445280552e-05
5,6,contained_in,0.0089953001588583,4.620011895895004e-05
5,6,contained_in,0.008366999914869666,0.00032870005816221237
5,9,creation,0.006968399975448847,0.009261500090360641
5,9,membership_test,0.008399999933317304,8.999998681247234e-05
5,9,membership_test,0.007932000095024705,3.860006108880043e-05
5,9,add_cube,0.0007378999143838882,0.0021985999774187803
5,9,add_hole,0.0007353001274168491,0.0013618001248687506
5,9,contained_in,0.007465000031515956,0.0005411000456660986
5,9,contained_in,0.008452899986878037,0.00018079997971653938
5,9,contained_in,0.00889529986307025,0.0003955999854952097
5,9,contained_in,0.007717600092291832,0.0007926998659968376
5,12,creation,0.00865560001693666,0.0131610999815166
5,12,membership_test,0.008124599931761622,3.3999793231487274e-05
5,12,membership_test,0.007774299941956997,3.79001721739769e-05
5,12,add_cube,0.000743800075724721,0.004551199963316321
5,12,add_hole,0.0007805998902767897,0.0025770999491214752
5,12,contained_in,0.007357500027865171,0.0011082999408245087
5,12,contained_in,0.008271799888461828,6.87998253852129e-05
5,12,contained_in,0.008576599881052971,7.140007801353931e-05
5,12,contained_in,0.007711899932473898,0.0013869001995772123
5,15,creation,0.018094899831339717,0.03916090005077422
5,15,membership_test,0.010311499936506152,3.600004129111767e-05
5,15,membership_test,0.008258099900558591,3.050011582672596e-05
5,15,add_cube,0.0008114001248031855,0.003909299848601222
5,15,add_hole,0.0007863999344408512,0.008552499813959002
5,15,contained_in,0.00741850002668798,0.0028250999748706818
5,15,contained_in,0.00847769994288683,2.9099872335791588e-05
5,15,contained_in,0.010394299868494272,0.0022582998499274254
5,15,contained_in,0.00784370000474155,0.004703500075265765
5,18,creation,0.01339090010151267,0.06668610009364784
5,18,membership_test,0.008278199937194586,4.639988765120506e-05
5,18,membership_test,0.007739900145679712,4.000007174909115e-05
5,18,add_cube,0.0007405998185276985,0.02636369992978871
5,18,add_hole,0.0007561000529676676,0.018823999911546707
5,18,contained_in,0.007516700075939298,0.003617999842390418
5,18,contained_in,0.008693499956279993,0.002032600110396743
5,18,contained_in,0.009600299876183271,5.0900038331747055e-05
5,18,contained_in,0.007734100101515651,0.0045831999741494656
5,21,creation,0.01569399982690811,0.09692890010774136
5,21,membership_test,0.008537600049749017,3.0099879950284958e-05
5,21,membership_test,0.007754999911412597,3.5499921068549156e-05
5,21,add_cube,0.0007682000286877155,0.013597600162029266
5,21,add_hole,0.0008249999955296516,0.018631899962201715
5,21,contained_in,0.008068800205364823,0.0065419001039117575
5,21,contained_in,0.008079000050202012,0.0030322999227792025
5,21,contained_in,0.008959499886259437,0.0007245999295264482
5,21,contained_in,0.00741690001450479,0.008616599952802062
5,24,creation,0.018074800027534366,0.1925542000681162
5,24,membership_test,0.008325000060722232,5.110003985464573e-05
5,24,membership_test,0.007416200125589967,3.79001721739769e-05
5,24,add_cube,0.0007625001017004251,0.01954110013321042
5,24,add_hole,0.0007591999601572752,0.04765679989941418
5,24,contained_in,0.010463600046932697,0.012554900022223592
5,24,contained_in,0.010267599951475859,2.41999514400959e-05
5,24,contained_in,0.008840600028634071,0.010795800015330315
5,24,contained_in,0.007408899953588843,0.014258099952712655
10,3,creation,0.004378600046038628,0.0008870000019669533
10,3,membership_test,0.007920099887996912,2.3900065571069717e-05
10,3,membership_test,0.007550299866124988,1.6900012269616127e-05
10,3,add_cube,0.0014013999607414007,0.0008321998175233603
10,3,add_hole,0.001428399933502078,0.0003364000003784895
10,3,contained_in,0.007451900048181415,5.910010077059269e-05
10,3,contained_in,0.008097399957478046,1.719989813864231e-05
10,3,contained_in,0.008123100036755204,3.4700147807598114e-05
10,3,contained_in,0.007274100091308355,0.00010229996405541897
10,6,creation,0.00875599985010922,0.006241999799385667
10,6,membership_test,0.00795909995213151,4.359986633062363e-05
10,6,membership_test,0.0077037999872118235,3.550015389919281e-05
10,6,add_cube,0.001448499970138073,0.005846599815413356
10,6,add_hole,0.0014088999014347792,0.0028036998119205236
10,6,contained_in,0.007660199888050556,0.00044249999336898327
10,6,contained_in,0.008145600091665983,3.090011887252331e-05
10,6,contained_in,0.008942800108343363,8.299993351101875e-05
10,6,contained_in,0.007417900022119284,0.0006402998697012663
10,9,creation,0.01310060010291636,0.04224939993582666
10,9,membership_test,0.008629499934613705,6.240000948309898e-05
10,9,membership_test,0.00766290002502501,5.4800184443593025e-05
10,9,add_cube,0.001432300079613924,0.02861399995163083
10,9,add_hole,0.001474600052461028,0.015247399918735027
10,9,contained_in,0.007440699962899089,0.0019418001174926758
10,9,contained_in,0.008273699786514044,4.2499974370002747e-05
10,9,contained_in,0.008504100143909454,0.0008622999303042889
10,9,contained_in,0.007415700005367398,0.0029049001168459654
10,12,creation,0.029608799843117595,0.10574100003577769
10,12,membership_test,0.011338099837303162,7.409998215734959e-05
10,12,membership_test,0.008062999928370118,5.719996988773346e-05
10,12,add_cube,0.0014386000111699104,0.035314799984917045
10,12,add_hole,0.001451800111681223,0.0657816999591887
10,12,contained_in,0.007863600039854646,0.0071900999173521996
10,12,contained_in,0.008642799919471145,7.499987259507179e-05
10,12,contained_in,0.009160399902611971,0.002359500154852867
10,12,contained_in,0.007808800088241696,0.013426600024104118
10,15,creation,0.022389000048860908,0.33848060015589
10,15,membership_test,0.008553100051358342,7.46001023799181e-05
10,15,membership_test,0.007848900044336915,5.879998207092285e-05
10,15,add_cube,0.0014612998347729445,0.20280309999361634
10,15,add_hole,0.0014593000523746014,0.24075150000862777
10,15,contained_in,0.007640999974682927,0.016159400111064315
10,15,contained_in,0.008397200144827366,3.829994238913059e-05
10,15,contained_in,0.009258599951863289,0.00016060005873441696
10,15,contained_in,0.007780400104820728,0.02245829999446869
10,18,creation,0.0283419000916183,1.4660430001094937
10,18,membership_test,0.008494599955156446,8.770008571445942e-05
10,18,membership_test,0.008094599936157465,6.730016320943832e-05
10,18,add_cube,0.001407099887728691,0.8471255998592824
10,18,add_hole,0.0013953999150544405,0.34840309992432594
10,18,contained_in,0.007964899996295571,0.036913099931553006
10,18,contained_in,0.0084627999458462,0.01197160012088716
10,18,contained_in,0.009308600099757314,0.00017160014249384403
10,18,contained_in,0.007712899940088391,0.04497219994664192
10,21,creation,0.03426260012201965,3.253364499891177
10,21,membership_test,0.008656299905851483,6.430014036595821e-05
10,21,membership_test,0.00792349991388619,6.730016320943832e-05
10,21,add_cube,0.0015806001611053944,0.6212839998770505
10,21,add_hole,0.0014066998846828938,0.24936400004662573
10,21,contained_in,0.007901499979197979,0.07764409994706511
10,21,contained_in,0.008176200091838837,0.03293050010688603
10,21,contained_in,0.008745100116357207,0.011078599840402603
10,21,contained_in,0.007608199957758188,0.11409199982881546
10,24,creation,0.04320790013298392,6.763108300045133
10,24,membership_test,0.008734600152820349,7.720012217760086e-05
10,24,membership_test,0.00776359997689724,7.16999638825655e-05
10,24,add_cube,0.0013645000290125608,3.117031699977815
10,24,add_hole,0.0013921000063419342,2.015366300009191
10,24,contained_in,0.007785500027239323,0.18789939978159964
10,24,contained_in,0.008342600194737315,6.079999729990959e-05
10,24,contained_in,0.009160999907180667,0.0008695998694747686
10,24,contained_in,0.007594299968332052,0.2743396998848766
15,3,creation,0.006458499934524298,0.0012835999950766563
15,3,membership_test,0.008116899989545345,2.7900096029043198e-05
15,3,membership_test,0.007827800000086427,1.919991336762905e-05
15,3,add_cube,0.002045499859377742,0.001059599919244647
15,3,add_hole,0.002056799829006195,0.00041760015301406384
15,3,contained_in,0.007516299840062857,5.979998968541622e-05
15,3,contained_in,0.008374900091439486,1.71000137925148e-05
15,3,contained_in,0.008296800078824162,3.4700147807598114e-05
15,3,contained_in,0.0075489000882953405,0.00011290004476904869
15,6,creation,0.012887999881058931,0.007387399906292558
15,6,membership_test,0.009154099971055984,5.070003680884838e-05
15,6,membership_test,0.00818549981340766,4.020007327198982e-05
15,6,add_cube,0.0020793001167476177,0.006866600131615996
15,6,add_hole,0.0021186000667512417,0.003564500017091632
15,6,contained_in,0.007768100127577782,0.0004133000038564205
15,6,contained_in,0.008604899980127811,2.850010059773922e-05
15,6,contained_in,0.008871300145983696,7.780012674629688e-05
15,6,contained_in,0.007679499918594956,0.0006457001436501741
15,9,creation,0.01905909995548427,0.05094940005801618
15,9,membership_test,0.008991299895569682,7.239985279738903e-05
15,9,membership_test,0.008446299936622381,6.369990296661854e-05
15,9,add_cube,0.0020471999887377024,0.0419817001093179
15,9,add_hole,0.0020944999996572733,0.018774900119751692
15,9,contained_in,0.0077397997956722975,0.0018631999846547842
15,9,contained_in,0.00824510003440082,4.0899962186813354e-05
