n_dims,n_cubes,class,operation,time
5,12,Z3ProductSet,add_hole,0.0007565000560134649
5,12,Z3ProductSet,contained_in,0.007615200011059642
5,12,Z3ProductSet,contained_in,0.008582700043916702
5,12,Z3ProductSet,contained_in,0.009488899959251285
5,12,Z3ProductSet,contained_in,0.008038399973884225
5,15,CanonicalHyperCubeSet,creation,0.004086399916559458
5,15,CanonicalHyperCubeSet,membership_test,3.100000321865082e-05
5,15,CanonicalHyperCubeSet,membership_test,1.8700025975704193e-05
5,15,CanonicalHyperCubeSet,add_cube,0.0005239997990429401
5,15,CanonicalHyperCubeSet,add_hole,0.000571100041270256
5,15,CanonicalHyperCubeSet,contained_in,0.0003675001207739115
5,15,CanonicalHyperCubeSet,contained_in,0.00036889989860355854
5,15,CanonicalHyperCubeSet,contained_in,0.0004010999109596014
5,15,CanonicalHyperCubeSet,contained_in,0.00038519990630447865
5,15,Z3ProductSet,creation,0.01120400009676814
5,15,Z3ProductSet,membership_test,0.008853199891746044
5,15,Z3ProductSet,membership_test,0.007633199915289879
5,15,Z3ProductSet,add_cube,0.0007468999829143286
5,15,Z3ProductSet,add_hole,0.000731899868696928
5,15,Z3ProductSet,contained_in,0.007915999973192811
5,15,Z3ProductSet,contained_in,0.008552500046789646
5,15,Z3ProductSet,contained_in,0.012501699849963188
5,15,Z3ProductSet,contained_in,0.008488399907946587
5,18,CanonicalHyperCubeSet,creation,0.005802999949082732
5,18,CanonicalHyperCubeSet,membership_test,3.5400036722421646e-05
5,18,CanonicalHyperCubeSet,membership_test,2.2399937734007835e-05
5,18,CanonicalHyperCubeSet,add_cube,0.0006081999745219946
5,18,CanonicalHyperCubeSet,add_hole,0.0006397000979632139
5,18,CanonicalHyperCubeSet,contained_in,0.0004849000833928585
5,18,CanonicalHyperCubeSet,contained_in,0.0004881999921053648
5,18,CanonicalHyperCubeSet,contained_in,0.0005236000288277864
5,18,CanonicalHyperCubeSet,contained_in,0.0005060001276433468
5,18,Z3ProductSet,creation,0.013551099924370646
5,18,Z3ProductSet,membership_test,0.008761399891227484
5,18,Z3ProductSet,membership_test,0.007514100056141615
5,18,Z3ProductSet,add_cube,0.0007212001364678144
5,18,Z3ProductSet,add_hole,0.0007029999978840351
5,18,Z3ProductSet,contained_in,0.0074049001559615135
5,18,Z3ProductSet,contained_in,0.00807019998319447
5,18,Z3ProductSet,contained_in,0.009811900090426207
5,18,Z3ProductSet,contained_in,0.007839899975806475
5,21,CanonicalHyperCubeSet,creation,0.007580999983474612
5,21,CanonicalHyperCubeSet,membership_test,3.509991802275181e-05
5,21,CanonicalHyperCubeSet,membership_test,2.4900073185563087e-05
5,21,CanonicalHyperCubeSet,add_cube,0.0006784999277442694
5,21,CanonicalHyperCubeSet,add_hole,0.0007362999022006989
5,21,CanonicalHyperCubeSet,contained_in,0.0005876000504940748
5,21,CanonicalHyperCubeSet,contained_in,0.0005755999591201544
5,21,CanonicalHyperCubeSet,contained_in,0.0006148000247776508
5,21,CanonicalHyperCubeSet,contained_in,0.0005946001037955284
5,21,Z3ProductSet,creation,0.015599600039422512
5,21,Z3ProductSet,membership_test,0.009053600020706654
5,21,Z3ProductSet,membership_test,0.008201000047847629
5,21,Z3ProductSet,add_cube,0.0007832997944205999
5,21,Z3ProductSet,add_hole,0.0007605999708175659
5,21,Z3ProductSet,contained_in,0.007915999973192811
5,21,Z3ProductSet,contained_in,0.008709599962458014
5,21,Z3ProductSet,contained_in,0.010324199916794896
5,21,Z3ProductSet,contained_in,0.008008099859580398
5,24,CanonicalHyperCubeSet,creation,0.009683100041002035
5,24,CanonicalHyperCubeSet,membership_test,3.760005347430706e-05
5,24,CanonicalHyperCubeSet,membership_test,2.8999987989664078e-05
5,24,CanonicalHyperCubeSet,add_cube,0.0010319999419152737
5,24,CanonicalHyperCubeSet,add_hole,0.0008512001950293779
5,24,CanonicalHyperCubeSet,contained_in,0.000697100069373846
5,24,CanonicalHyperCubeSet,contained_in,0.0006834999658167362
5,24,CanonicalHyperCubeSet,contained_in,0.000727000180631876
5,24,CanonicalHyperCubeSet,contained_in,0.0007035001181066036
5,24,Z3ProductSet,creation,0.017240199958905578
5,24,Z3ProductSet,membership_test,0.008514600107446313
5,24,Z3ProductSet,membership_test,0.007803099928423762
5,24,Z3ProductSet,add_cube,0.0007313000969588757
5,24,Z3ProductSet,add_hole,0.0007348000071942806
5,24,Z3ProductSet,contained_in,0.00768349994905293
5,24,Z3ProductSet,contained_in,0.008121500024572015
5,24,Z3ProductSet,contained_in,0.01005369983613491
5,24,Z3ProductSet,contained_in,0.008031200151890516
5,27,CanonicalHyperCubeSet,creation,0.021853300044313073
5,27,CanonicalHyperCubeSet,membership_test,3.560003824532032e-05
5,27,CanonicalHyperCubeSet,membership_test,3.0300114303827286e-05
5,27,CanonicalHyperCubeSet,add_cube,0.0009475999977439642
5,27,CanonicalHyperCubeSet,add_hole,0.0009069000370800495
5,27,CanonicalHyperCubeSet,contained_in,0.000817399937659502
5,27,CanonicalHyperCubeSet,contained_in,0.0009085000492632389
5,27,CanonicalHyperCubeSet,contained_in,0.0009556000586599112
5,27,CanonicalHyperCubeSet,contained_in,0.0008803000673651695
5,27,Z3ProductSet,creation,0.019224799936637282
5,27,Z3ProductSet,membership_test,0.008706700056791306
5,27,Z3ProductSet,membership_test,0.007824799977242947
5,27,Z3ProductSet,add_cube,0.0007408000528812408
5,27,Z3ProductSet,add_hole,0.0007417001761496067
5,27,Z3ProductSet,contained_in,0.007876500021666288
5,27,Z3ProductSet,contained_in,0.008295200066640973
5,27,Z3ProductSet,contained_in,0.010406899964436889
5,27,Z3ProductSet,contained_in,0.008792399894446135
5,30,CanonicalHyperCubeSet,creation,0.01692879991605878
5,30,CanonicalHyperCubeSet,membership_test,4.0300190448760986e-05
5,30,CanonicalHyperCubeSet,membership_test,3.400002606213093e-05
5,30,CanonicalHyperCubeSet,add_cube,0.0009532000403851271
5,30,CanonicalHyperCubeSet,add_hole,0.001163500128313899
5,30,CanonicalHyperCubeSet,contained_in,0.0010077999904751778
5,30,CanonicalHyperCubeSet,contained_in,0.0010039000771939754
5,30,CanonicalHyperCubeSet,contained_in,0.0010331999510526657
5,30,CanonicalHyperCubeSet,contained_in,0.0009948001243174076
5,30,Z3ProductSet,creation,0.02253919979557395
5,30,Z3ProductSet,membership_test,0.008774699876084924
5,30,Z3ProductSet,membership_test,0.008090100018307567
5,30,Z3ProductSet,add_cube,0.0007623001001775265
5,30,Z3ProductSet,add_hole,0.0007340998854488134
5,30,Z3ProductSet,contained_in,0.007978900102898479
5,30,Z3ProductSet,contained_in,0.008622900117188692
5,30,Z3ProductSet,contained_in,0.010750300018116832
5,30,Z3ProductSet,contained_in,0.008213700028136373
5,33,CanonicalHyperCubeSet,creation,0.01825169986113906
5,33,CanonicalHyperCubeSet,membership_test,4.229997284710407e-05
5,33,CanonicalHyperCubeSet,membership_test,3.8400059565901756e-05
5,33,CanonicalHyperCubeSet,add_cube,0.0011754999868571758
5,33,CanonicalHyperCubeSet,add_hole,0.0012057998683303595
5,33,CanonicalHyperCubeSet,contained_in,0.0011587999761104584
5,33,CanonicalHyperCubeSet,contained_in,0.001201000064611435
5,33,CanonicalHyperCubeSet,contained_in,0.0012229999992996454
5,33,CanonicalHyperCubeSet,contained_in,0.0011664999183267355
5,33,Z3ProductSet,creation,0.02466870006173849
5,33,Z3ProductSet,membership_test,0.00896520004607737
5,33,Z3ProductSet,membership_test,0.008024200098589063
5,33,Z3ProductSet,add_cube,0.0007509998977184296
5,33,Z3ProductSet,add_hole,0.000734600005671382
5,33,Z3ProductSet,contained_in,0.007984899915754795
5,33,Z3ProductSet,contained_in,0.008521300042048097
5,33,Z3ProductSet,contained_in,0.010888100136071444
5,33,Z3ProductSet,contained_in,0.008009400218725204
5,36,CanonicalHyperCubeSet,creation,0.021382100181654096
5,36,CanonicalHyperCubeSet,membership_test,4.460010677576065e-05
5,36,CanonicalHyperCubeSet,membership_test,4.090019501745701e-05
5,36,CanonicalHyperCubeSet,add_cube,0.0011548998299986124
5,36,CanonicalHyperCubeSet,add_hole,0.0011425998527556658
5,36,CanonicalHyperCubeSet,contained_in,0.0012238998897373676
5,36,CanonicalHyperCubeSet,contained_in,0.0011951001361012459
5,36,CanonicalHyperCubeSet,contained_in,0.0013433999847620726
5,36,CanonicalHyperCubeSet,contained_in,0.0013003998901695013
5,36,Z3ProductSet,creation,0.02698910003527999
5,36,Z3ProductSet,membership_test,0.009035099996253848
5,36,Z3ProductSet,membership_test,0.007960600079968572
5,36,Z3ProductSet,add_cube,0.0007315999828279018
5,36,Z3ProductSet,add_hole,0.0007279999554157257
5,36,Z3ProductSet,contained_in,0.00798729993402958
5,36,Z3ProductSet,contained_in,0.008609799901023507
5,36,Z3ProductSet,contained_in,0.011014600051566958
5,36,Z3ProductSet,contained_in,0.007990199839696288
5,39,CanonicalHyperCubeSet,creation,0.024932200089097023
5,39,CanonicalHyperCubeSet,membership_test,4.4999876990914345e-05
5,39,CanonicalHyperCubeSet,membership_test,4.409998655319214e-05
5,39,CanonicalHyperCubeSet,add_cube,0.0012626000680029392
5,39,CanonicalHyperCubeSet,add_hole,0.0014158000703901052
5,39,CanonicalHyperCubeSet,contained_in,0.0014544001314789057
5,39,CanonicalHyperCubeSet,contained_in,0.0014406999107450247
5,39,CanonicalHyperCubeSet,contained_in,0.0015195999294519424
5,39,CanonicalHyperCubeSet,contained_in,0.0014586001634597778
5,39,Z3ProductSet,creation,0.028692000079900026
5,39,Z3ProductSet,membership_test,0.008863399969413877
5,39,Z3ProductSet,membership_test,0.008664099965244532
5,39,Z3ProductSet,add_cube,0.0007539000362157822
5,39,Z3ProductSet,add_hole,0.0007591000758111477
5,39,Z3ProductSet,contained_in,0.00801369990222156
5,39,Z3ProductSet,contained_in,0.008585700066760182
5,39,Z3ProductSet,contained_in,0.011298599885776639
5,39,Z3ProductSet,contained_in,0.00797440018504858
5,42,CanonicalHyperCubeSet,creation,0.029073100071400404
5,42,CanonicalHyperCubeSet,membership_test,4.719989374279976e-05
5,42,CanonicalHyperCubeSet,membership_test,4.67000063508749e-05
5,42,CanonicalHyperCubeSet,add_cube,0.0013435001019388437
5,42,CanonicalHyperCubeSet,add_hole,0.0024778000079095364
5,42,CanonicalHyperCubeSet,contained_in,0.0026110000908374786
5,42,CanonicalHyperCubeSet,contained_in,0.0029972000047564507
5,42,CanonicalHyperCubeSet,contained_in,0.0018438000697642565
5,42,CanonicalHyperCubeSet,contained_in,0.0019586000125855207
5,42,Z3ProductSet,creation,0.031074900180101395
5,42,Z3ProductSet,membership_test,0.009258200181648135
5,42,Z3ProductSet,membership_test,0.008083000080659986
5,42,Z3ProductSet,add_cube,0.000741099938750267
5,42,Z3ProductSet,add_hole,0.0007491998840123415
5,42,Z3ProductSet,contained_in,0.008330099983140826
5,42,Z3ProductSet,contained_in,0.008517199894413352
5,42,Z3ProductSet,contained_in,0.011781099950894713
5,42,Z3ProductSet,contained_in,0.008249400183558464
5,45,CanonicalHyperCubeSet,creation,0.04177649994380772
5,45,CanonicalHyperCubeSet,membership_test,4.719989374279976e-05
5,45,CanonicalHyperCubeSet,membership_test,4.879990592598915e-05
5,45,CanonicalHyperCubeSet,add_cube,0.001550300046801567
5,45,CanonicalHyperCubeSet,add_hole,0.0014183998573571444
5,45,CanonicalHyperCubeSet,contained_in,0.0018104000482708216
5,45,CanonicalHyperCubeSet,contained_in,0.0018072000239044428
5,45,CanonicalHyperCubeSet,contained_in,0.0018832997884601355
5,45,CanonicalHyperCubeSet,contained_in,0.0018191998824477196
5,45,Z3ProductSet,creation,0.033379300031811
5,45,Z3ProductSet,membership_test,0.009177299914881587
5,45,Z3ProductSet,membership_test,0.008088900009170175
5,45,Z3ProductSet,add_cube,0.0007325999904423952
5,45,Z3ProductSet,add_hole,0.000853799981996417
5,45,Z3ProductSet,contained_in,0.0084198999684304
5,45,Z3ProductSet,contained_in,0.009362000040709972
5,45,Z3ProductSet,contained_in,0.012315900065004826
5,45,Z3ProductSet,contained_in,0.008657600032165647
5,48,CanonicalHyperCubeSet,creation,0.04712130012921989
5,48,CanonicalHyperCubeSet,membership_test,4.7999899834394455e-05
5,48,CanonicalHyperCubeSet,membership_test,5.030003376305103e-05
5,48,CanonicalHyperCubeSet,add_cube,0.0016127999406307936
5,48,CanonicalHyperCubeSet,add_hole,0.0015254002064466476
5,48,CanonicalHyperCubeSet,contained_in,0.002018899889662862
5,48,CanonicalHyperCubeSet,contained_in,0.0020506998989731073
5,48,CanonicalHyperCubeSet,contained_in,0.002133000176399946
5,48,CanonicalHyperCubeSet,contained_in,0.0021106000058352947
5,48,Z3ProductSet,creation,0.03687709989026189
5,48,Z3ProductSet,membership_test,0.009592500049620867
5,48,Z3ProductSet,membership_test,0.008389399852603674
5,48,Z3ProductSet,add_cube,0.0007535000331699848
5,48,Z3ProductSet,add_hole,0.000753199914470315
5,48,Z3ProductSet,contained_in,0.008441900135949254
5,48,Z3ProductSet,contained_in,0.008760199882090092
5,48,Z3ProductSet,contained_in,0.012241399846971035
5,48,Z3ProductSet,contained_in,0.008287699893116951
5,51,CanonicalHyperCubeSet,creation,0.04269689996726811
5,51,CanonicalHyperCubeSet,membership_test,5.350005812942982e-05
5,51,CanonicalHyperCubeSet,membership_test,5.6999968364834785e-05
5,51,CanonicalHyperCubeSet,add_cube,0.0018209000118076801
5,51,CanonicalHyperCubeSet,add_hole,0.0016415000427514315
5,51,CanonicalHyperCubeSet,contained_in,0.0022946998942643404
5,51,CanonicalHyperCubeSet,contained_in,0.0025394000113010406
5,51,CanonicalHyperCubeSet,contained_in,0.0027633998543024063
5,51,CanonicalHyperCubeSet,contained_in,0.0027385998982936144
5,51,Z3ProductSet,creation,0.03878409997560084
5,51,Z3ProductSet,membership_test,0.009471399942412972
5,51,Z3ProductSet,membership_test,0.008518100017681718
5,51,Z3ProductSet,add_cube,0.0007480999920517206
5,51,Z3ProductSet,add_hole,0.0007575000636279583
5,51,Z3ProductSet,contained_in,0.008423000108450651
5,51,Z3ProductSet,contained_in,0.00885280012153089
5,51,Z3ProductSet,contained_in,0.01284700003452599
5,51,Z3ProductSet,contained_in,0.008518399903550744
5,54,CanonicalHyperCubeSet,creation,0.056214099982753396
5,54,CanonicalHyperCubeSet,membership_test,5.45999500900507e-05
5,54,CanonicalHyperCubeSet,membership_test,5.989987403154373e-05
5,54,CanonicalHyperCubeSet,add_cube,0.0018029001075774431
5,54,CanonicalHyperCubeSet,add_hole,0.0017632001545280218
5,54,CanonicalHyperCubeSet,contained_in,0.002499499823898077
5,54,CanonicalHyperCubeSet,contained_in,0.0024330001324415207
5,54,CanonicalHyperCubeSet,contained_in,0.002551899990066886
5,54,CanonicalHyperCubeSet,contained_in,0.002456699963659048
5,54,Z3ProductSet,creation,0.04148210003040731
5,54,Z3ProductSet,membership_test,0.009701000060886145
5,54,Z3ProductSet,membership_test,0.00879060011357069
5,54,Z3ProductSet,add_cube,0.0007625001017004251
5,54,Z3ProductSet,add_hole,0.0007474999874830246
5,54,Z3ProductSet,contained_in,0.008632700191810727
5,54,Z3ProductSet,contained_in,0.009102599928155541
5,54,Z3ProductSet,contained_in,0.01341689983382821
5,54,Z3ProductSet,contained_in,0.009034200105816126
5,57,CanonicalHyperCubeSet,creation,0.06444550002925098
5,57,CanonicalHyperCubeSet,membership_test,5.67000824958086e-05
5,57,CanonicalHyperCubeSet,membership_test,6.500002928078175e-05
5,57,CanonicalHyperCubeSet,add_cube,0.002061899984255433
5,57,CanonicalHyperCubeSet,add_hole,0.00275409989990294
5,57,CanonicalHyperCubeSet,contained_in,0.005192300071939826
5,57,CanonicalHyperCubeSet,contained_in,0.003168300027027726
5,57,CanonicalHyperCubeSet,contained_in,0.0029865000396966934
5,57,CanonicalHyperCubeSet,contained_in,0.0028826999478042126
5,57,Z3ProductSet,creation,0.04315149993635714
5,57,Z3ProductSet,membership_test,0.009472399950027466
5,57,Z3ProductSet,membership_test,0.008610500022768974
5,57,Z3ProductSet,add_cube,0.0007662998978048563
5,57,Z3ProductSet,add_hole,0.000799400033429265
5,57,Z3ProductSet,contained_in,0.008487900020554662
5,57,Z3ProductSet,contained_in,0.008940099971368909
5,57,Z3ProductSet,contained_in,0.01319700013846159
5,57,Z3ProductSet,contained_in,0.008526999969035387
5,60,CanonicalHyperCubeSet,creation,0.0699394999537617
5,60,CanonicalHyperCubeSet,membership_test,6.070011295378208e-05
5,60,CanonicalHyperCubeSet,membership_test,6.850017234683037e-05
5,60,CanonicalHyperCubeSet,add_cube,0.002135300077497959
5,60,CanonicalHyperCubeSet,add_hole,0.002238099928945303
5,60,CanonicalHyperCubeSet,contained_in,0.00311879999935627
5,60,CanonicalHyperCubeSet,contained_in,0.003119500121101737
5,60,CanonicalHyperCubeSet,contained_in,0.0033537999261170626
5,60,CanonicalHyperCubeSet,contained_in,0.0031578000634908676
5,60,Z3ProductSet,creation,0.04707579989917576
5,60,Z3ProductSet,membership_test,0.009702800074592233
5,60,Z3ProductSet,membership_test,0.0092527000233531
5,60,Z3ProductSet,add_cube,0.0008098001126199961
5,60,Z3ProductSet,add_hole,0.0008086999878287315
5,60,Z3ProductSet,contained_in,0.009050499880686402
5,60,Z3ProductSet,contained_in,0.009050699882209301
5,60,Z3ProductSet,contained_in,0.01365750003606081
5,60,Z3ProductSet,contained_in,0.008704599924385548
5,63,CanonicalHyperCubeSet,creation,0.0718679002020508
5,63,CanonicalHyperCubeSet,membership_test,6.160000339150429e-05
5,63,CanonicalHyperCubeSet,membership_test,6.87998253852129e-05
5,63,CanonicalHyperCubeSet,add_cube,0.0020061000250279903
5,63,CanonicalHyperCubeSet,add_hole,0.0022231999319046736
5,63,CanonicalHyperCubeSet,contained_in,0.003176300087943673
5,63,CanonicalHyperCubeSet,contained_in,0.003116500098258257
5,63,CanonicalHyperCubeSet,contained_in,0.0032426000107079744
5,63,CanonicalHyperCubeSet,contained_in,0.0032481998205184937
5,63,Z3ProductSet,creation,0.04832260007970035
5,63,Z3ProductSet,membership_test,0.009563900064677
5,63,Z3ProductSet,membership_test,0.008276599925011396
5,63,Z3ProductSet,add_cube,0.00076299998909235
5,63,Z3ProductSet,add_hole,0.0007594998460263014
5,63,Z3ProductSet,contained_in,0.008786199847236276
5,63,Z3ProductSet,contained_in,0.009117900161072612
5,63,Z3ProductSet,contained_in,0.013538800179958344
5,63,Z3ProductSet,contained_in,0.008558199973776937
5,66,CanonicalHyperCubeSet,creation,0.07943409984000027
5,66,CanonicalHyperCubeSet,membership_test,5.979998968541622e-05
5,66,CanonicalHyperCubeSet,membership_test,7.029995322227478e-05
5,66,CanonicalHyperCubeSet,add_cube,0.002314700046554208
5,66,CanonicalHyperCubeSet,add_hole,0.013231500051915646
5,66,CanonicalHyperCubeSet,contained_in,0.003191199852153659
5,66,CanonicalHyperCubeSet,contained_in,0.003275899915024638
5,66,CanonicalHyperCubeSet,contained_in,0.0033640998881310225
5,66,CanonicalHyperCubeSet,contained_in,0.003497699974104762
5,66,Z3ProductSet,creation,0.049357700161635876
5,66,Z3ProductSet,membership_test,0.009644799865782261
5,66,Z3ProductSet,membership_test,0.009053800022229552
5,66,Z3ProductSet,add_cube,0.0007627999875694513
5,66,Z3ProductSet,add_hole,0.0007368000224232674
5,66,Z3ProductSet,contained_in,0.00821239990182221
5,66,Z3ProductSet,contained_in,0.009397900197654963
5,66,Z3ProductSet,contained_in,0.0146289998665452
5,66,Z3ProductSet,contained_in,0.009059000061824918
5,69,CanonicalHyperCubeSet,creation,0.08499779994599521
5,69,CanonicalHyperCubeSet,membership_test,6.21001236140728e-05
5,69,CanonicalHyperCubeSet,membership_test,7.520010694861412e-05
5,69,CanonicalHyperCubeSet,add_cube,0.002330099930986762
5,69,CanonicalHyperCubeSet,add_hole,0.0023886999115347862
5,69,CanonicalHyperCubeSet,contained_in,0.003671799786388874
5,69,CanonicalHyperCubeSet,contained_in,0.0036629000678658485
5,69,CanonicalHyperCubeSet,contained_in,0.0037620998919010162
5,69,CanonicalHyperCubeSet,contained_in,0.0037146001122891903
5,69,Z3ProductSet,creation,0.05164289986714721
5,69,Z3ProductSet,membership_test,0.009097599890083075
5,69,Z3ProductSet,membership_test,0.007963099982589483
5,69,Z3ProductSet,add_cube,0.0006973000708967447
5,69,Z3ProductSet,add_hole,0.000748499995097518
5,69,Z3ProductSet,contained_in,0.008457799907773733
5,69,Z3ProductSet,contained_in,0.008939299965277314
5,69,Z3ProductSet,contained_in,0.014153999974951148
5,69,Z3ProductSet,contained_in,0.008765900041908026
5,72,CanonicalHyperCubeSet,creation,0.09399399999529123
5,72,CanonicalHyperCubeSet,membership_test,6.369990296661854e-05
5,72,CanonicalHyperCubeSet,membership_test,7.700012065470219e-05
5,72,CanonicalHyperCubeSet,add_cube,0.0022644000127911568
5,72,CanonicalHyperCubeSet,add_hole,0.0024516000412404537
5,72,CanonicalHyperCubeSet,contained_in,0.003917000023648143
5,72,CanonicalHyperCubeSet,contained_in,0.0038333002012223005
5,72,CanonicalHyperCubeSet,contained_in,0.003935099812224507
5,72,CanonicalHyperCubeSet,contained_in,0.0038466001860797405
5,72,Z3ProductSet,creation,0.05301619996316731
5,72,Z3ProductSet,membership_test,0.008978799916803837
5,72,Z3ProductSet,membership_test,0.008577599888667464
5,72,Z3ProductSet,add_cube,0.0006985999643802643
5,72,Z3ProductSet,add_hole,0.000691999914124608
5,72,Z3ProductSet,contained_in,0.007934299996122718
5,72,Z3ProductSet,contained_in,0.00936939986422658
5,72,Z3ProductSet,contained_in,0.01569309993647039
5,72,Z3ProductSet,contained_in,0.008918399922549725
5,75,CanonicalHyperCubeSet,creation,0.10817150003276765
5,75,CanonicalHyperCubeSet,membership_test,6.360001862049103e-05
5,75,CanonicalHyperCubeSet,membership_test,7.979990914463997e-05
5,75,CanonicalHyperCubeSet,add_cube,0.0024975999258458614
5,75,CanonicalHyperCubeSet,add_hole,0.0025776999536901712
5,75,CanonicalHyperCubeSet,contained_in,0.00427640019915998
5,75,CanonicalHyperCubeSet,contained_in,0.004234899999573827
5,75,CanonicalHyperCubeSet,contained_in,0.004340700106695294
5,75,CanonicalHyperCubeSet,contained_in,0.00422989996150136
5,75,Z3ProductSet,creation,0.055744800018146634
5,75,Z3ProductSet,membership_test,0.009770700009539723
5,75,Z3ProductSet,membership_test,0.00851930002681911
5,75,Z3ProductSet,add_cube,0.000762399984523654
5,75,Z3ProductSet,add_hole,0.0007423001807183027
5,75,Z3ProductSet,contained_in,0.009305699961259961
5,75,Z3ProductSet,contained_in,0.008877899963408709
5,75,Z3ProductSet,contained_in,0.014890099875628948
5,75,Z3ProductSet,contained_in,0.009314099792391062
5,78,CanonicalHyperCubeSet,creation,0.11717509990558028
5,78,CanonicalHyperCubeSet,membership_test,6.570015102624893e-05
5,78,CanonicalHyperCubeSet,membership_test,7.910002022981644e-05
5,78,CanonicalHyperCubeSet,add_cube,0.0025966998655349016
5,78,CanonicalHyperCubeSet,add_hole,0.002626500092446804
5,78,CanonicalHyperCubeSet,contained_in,0.004483900032937527
5,78,CanonicalHyperCubeSet,contained_in,0.0045472001656889915
5,78,CanonicalHyperCubeSet,contained_in,0.005676699802279472
5,78,CanonicalHyperCubeSet,contained_in,0.004561600042507052
5,78,Z3ProductSet,creation,0.05808040010742843
5,78,Z3ProductSet,membership_test,0.009537999983876944
5,78,Z3ProductSet,membership_test,0.00916659994982183
5,78,Z3ProductSet,add_cube,0.0007609000895172358
5,78,Z3ProductSet,add_hole,0.0007417998276650906
5,78,Z3ProductSet,contained_in,0.009101600153371692
5,78,Z3ProductSet,contained_in,0.009606699924916029
5,78,Z3ProductSet,contained_in,0.015055499970912933
