n_dims,n_cubes,operation,Z3ProductSet,CanonicalHyperCubeSet
5,30,add_hole,0.0007341,0.0011635
5,30,contained_in,0.0079789,0.0010078
5,30,contained_in,0.0086229,0.0010039
5,30,contained_in,0.0107503,0.0010332
5,30,contained_in,0.0082137,0.0009948
5,33,creation,0.0246687,0.0182517
5,33,membership_test,0.0089652,4.23E-05
5,33,membership_test,0.0080242,3.84E-05
5,33,add_cube,0.000751,0.0011755
5,33,add_hole,0.0007346,0.0012058
5,33,contained_in,0.0079849,0.0011588
5,33,contained_in,0.0085213,0.001201
5,33,contained_in,0.0108881,0.001223
5,33,contained_in,0.0080094,0.0011665
5,36,creation,0.0269891,0.0213821
5,36,membership_test,0.0090351,4.46E-05
5,36,membership_test,0.0079606,4.09E-05
5,36,add_cube,0.0007316,0.0011549
5,36,add_hole,0.000728,0.0011426
5,36,contained_in,0.0079873,0.0012239
5,36,contained_in,0.0086098,0.0011951
5,36,contained_in,0.0110146,0.0013434
5,36,contained_in,0.0079902,0.0013004
5,39,creation,0.028692,0.0249322
5,39,membership_test,0.0088634,4.50E-05
5,39,membership_test,0.0086641,4.41E-05
5,39,add_cube,0.0007539,0.0012626
5,39,add_hole,0.0007591,0.0014158
5,39,contained_in,0.0080137,0.0014544
5,39,contained_in,0.0085857,0.0014407
5,39,contained_in,0.0112986,0.0015196
5,39,contained_in,0.0079744,0.0014586
5,42,creation,0.0310749,0.0290731
5,42,membership_test,0.0092582,4.72E-05
5,42,membership_test,0.008083,4.67E-05
5,42,add_cube,0.0007411,0.0013435
5,42,add_hole,0.0007492,0.0024778
5,42,contained_in,0.0083301,0.002611
5,42,contained_in,0.0085172,0.0029972
5,42,contained_in,0.0117811,0.0018438
5,42,contained_in,0.0082494,0.0019586
5,45,creation,0.0333793,0.0417765
5,45,membership_test,0.0091773,4.72E-05
5,45,membership_test,0.0080889,4.88E-05
5,45,add_cube,0.0007326,0.0015503
5,45,add_hole,0.0008538,0.0014184
5,45,contained_in,0.0084199,0.0018104
5,45,contained_in,0.009362,0.0018072
5,45,contained_in,0.0123159,0.0018833
5,45,contained_in,0.0086576,0.0018192
5,48,creation,0.0368771,0.0471213
5,48,membership_test,0.0095925,4.80E-05
5,48,membership_test,0.0083894,5.03E-05
5,48,add_cube,0.0007535,0.0016128
5,48,add_hole,0.0007532,0.0015254
5,48,contained_in,0.0084419,0.0020189
5,48,contained_in,0.0087602,0.0020507
5,48,contained_in,0.0122414,0.002133
5,48,contained_in,0.0082877,0.0021106
5,51,creation,0.0387841,0.0426969
5,51,membership_test,0.0094714,5.35E-05
5,51,membership_test,0.0085181,5.70E-05
5,51,add_cube,0.0007481,0.0018209
5,51,add_hole,0.0007575,0.0016415
5,51,contained_in,0.008423,0.0022947
5,51,contained_in,0.0088528,0.0025394
5,51,contained_in,0.012847,0.0027634
5,51,contained_in,0.0085184,0.0027386
5,54,creation,0.0414821,0.0562141
5,54,membership_test,0.009701,5.46E-05
5,54,membership_test,0.0087906,5.99E-05
5,54,add_cube,0.0007625,0.0018029
5,54,add_hole,0.0007475,0.0017632
5,54,contained_in,0.0086327,0.0024995
5,54,contained_in,0.0091026,0.002433
5,54,contained_in,0.0134169,0.0025519
5,54,contained_in,0.0090342,0.0024567
5,57,creation,0.0431515,0.0644455
5,57,membership_test,0.0094724,5.67E-05
5,57,membership_test,0.0086105,6.50E-05
5,57,add_cube,0.0007663,0.0020619
5,57,add_hole,0.0007994,0.0027541
5,57,contained_in,0.0084879,0.0051923
5,57,contained_in,0.0089401,0.0031683
5,57,contained_in,0.013197,0.0029865
5,57,contained_in,0.008527,0.0028827
5,60,creation,0.0470758,0.0699395
5,60,membership_test,0.0097028,6.07E-05
5,60,membership_test,0.0092527,6.85E-05
5,60,add_cube,0.0008098,0.0021353
5,60,add_hole,0.0008087,0.0022381
5,60,contained_in,0.0090505,0.0031188
5,60,contained_in,0.0090507,0.0031195
5,60,contained_in,0.0136575,0.0033538
5,60,contained_in,0.0087046,0.0031578
5,63,creation,0.0483226,0.0718679
5,63,membership_test,0.0095639,6.16E-05
5,63,membership_test,0.0082766,6.88E-05
5,63,add_cube,0.000763,0.0020061
5,63,add_hole,0.0007595,0.0022232
5,63,contained_in,0.0087862,0.0031763
5,63,contained_in,0.0091179,0.0031165
5,63,contained_in,0.0135388,0.0032426
5,63,contained_in,0.0085582,0.0032482
5,66,creation,0.0493577,0.0794341
5,66,membership_test,0.0096448,5.98E-05
5,66,membership_test,0.0090538,7.03E-05
5,66,add_cube,0.0007628,0.0023147
5,66,add_hole,0.0007368,0.0132315
5,66,contained_in,0.0082124,0.0031912
5,66,contained_in,0.0093979,0.0032759
5,66,contained_in,0.014629,0.0033641
5,66,contained_in,0.009059,0.0034977
5,69,creation,0.0516429,0.0849978
5,69,membership_test,0.0090976,6.21E-05
5,69,membership_test,0.0079631,7.52E-05
5,69,add_cube,0.0006973,0.0023301
5,69,add_hole,0.0007485,0.0023887
5,69,contained_in,0.0084578,0.0036718
5,69,contained_in,0.0089393,0.0036629
5,69,contained_in,0.014154,0.0037621
5,69,contained_in,0.0087659,0.0037146
5,72,creation,0.0530162,0.093994
5,72,membership_test,0.0089788,6.37E-05
5,72,membership_test,0.0085776,7.70E-05
5,72,add_cube,0.0006986,0.0022644
5,72,add_hole,0.000692,0.0024516
5,72,contained_in,0.0079343,0.003917
5,72,contained_in,0.0093694,0.0038333
5,72,contained_in,0.0156931,0.0039351
5,72,contained_in,0.0089184,0.0038466
5,75,creation,0.0557448,0.1081715
5,75,membership_test,0.0097707,6.36E-05
5,75,membership_test,0.0085193,7.98E-05
5,75,add_cube,0.0007624,0.0024976
5,75,add_hole,0.0007423,0.0025777
5,75,contained_in,0.0093057,0.0042764
5,75,contained_in,0.0088779,0.0042349
5,75,contained_in,0.0148901,0.0043407
5,75,contained_in,0.0093141,0.0042299
5,78,creation,0.0580804,0.1171751
5,78,membership_test,0.009538,6.57E-05
5,78,membership_test,0.0091666,7.91E-05
5,78,add_cube,0.0007609,0.0025967
5,78,add_hole,0.0007418,0.0026265
5,78,contained_in,0.0091016,0.0044839
5,78,contained_in,0.0096067,0.0045472
5,78,contained_in,0.0150555,0.0056767
5,78,contained_in,0.0091483,0.0045616
5,81,creation,0.0609553,0.1147946
5,81,membership_test,0.0103316,6.95E-05
5,81,membership_test,0.0086862,8.64E-05
5,81,add_cube,0.0007767,0.0127106
5,81,add_hole,0.0007625,0.0026845
5,81,contained_in,0.0089928,0.0046575
5,81,contained_in,0.0089482,0.0046079
5,81,contained_in,0.0146987,0.0047796
5,81,contained_in,0.009157,0.0048054
5,84,creation,0.0634016,0.1225391
5,84,membership_test,0.0095839,7.38E-05
5,84,membership_test,0.0087666,9.41E-05
5,84,add_cube,0.0007663,0.0024991
5,84,add_hole,0.0007584,0.0025228
5,84,contained_in,0.0089691,0.0051406
5,84,contained_in,0.0089108,0.0049967
5,84,contained_in,0.0153441,0.0052322
5,84,contained_in,0.0095206,0.0052165
5,87,creation,0.066325,0.1436628
5,87,membership_test,0.0101455,7.01E-05
5,87,membership_test,0.008992,9.00E-05
5,87,add_cube,0.0007904,0.0026254
5,87,add_hole,0.0008265,0.0028934
5,87,contained_in,0.0089207,0.0054117
5,87,contained_in,0.0091929,0.0053974
5,87,contained_in,0.0154906,0.00564
5,87,contained_in,0.0092726,0.0055418
5,90,creation,0.0676026,0.1498347
5,90,membership_test,0.0100291,7.63E-05
5,90,membership_test,0.009075,9.81E-05
5,90,add_cube,0.0007818,0.0030188
5,90,add_hole,0.0007965,0.0030718
5,90,contained_in,0.0092706,0.0058677
5,90,contained_in,0.0097738,0.005928
5,90,contained_in,0.0163497,0.0058707
5,90,contained_in,0.009139,0.0057452
5,93,creation,0.0703643,0.1571806
5,93,membership_test,0.0098485,7.65E-05
5,93,membership_test,0.0095946,0.0001016
5,93,add_cube,0.0007639,0.0027835
5,93,add_hole,0.0007559,0.0030424
5,93,contained_in,0.0089121,0.0063728
5,93,contained_in,0.0091381,0.0060114
5,93,contained_in,0.0155125,0.0062713
5,93,contained_in,0.0089551,0.0062638
5,96,creation,0.0693597,0.1609579
5,96,membership_test,0.0102963,7.56E-05
5,96,membership_test,0.0089073,9.77E-05
5,96,add_cube,0.0007493,0.0030144
5,96,add_hole,0.0007716,0.0029826
5,96,contained_in,0.0090348,0.0060993
5,96,contained_in,0.0091804,0.0062925
5,96,contained_in,0.0163761,0.0064254
5,96,contained_in,0.0095654,0.0062698
5,99,creation,0.0732065,0.1829117
5,99,membership_test,0.0104598,7.77E-05
5,99,membership_test,0.009524,0.0001094
5,99,add_cube,0.0007622,0.0032998
5,99,add_hole,0.0007576,0.0049726
5,99,contained_in,0.0097435,0.0066713
5,99,contained_in,0.0093485,0.0068345
5,99,contained_in,0.0196294,0.0069572
5,99,contained_in,0.0098747,0.0068987
5,102,creation,0.0748446,0.1855626
5,102,membership_test,0.010005,8.03E-05
5,102,membership_test,0.0089089,0.0001125
5,102,add_cube,0.0007333,0.0031139
5,102,add_hole,0.0007324,0.0033223
5,102,contained_in,0.0089724,0.0070894
5,102,contained_in,0.0089339,0.0070995
5,102,contained_in,0.0163428,0.0072249
5,102,contained_in,0.0088544,0.0071794
5,105,creation,0.0880579,0.2012614
5,105,membership_test,0.0098341,8.31E-05
5,105,membership_test,0.0087706,0.0001106
5,105,add_cube,0.0007424,0.0035096
5,105,add_hole,0.0007464,0.0034455
5,105,contained_in,0.0089762,0.0077642
5,105,contained_in,0.0091318,0.0073928
5,105,contained_in,0.0168312,0.0077014
5,105,contained_in,0.0090108,0.0074272
5,108,creation,0.080809,0.2230226
5,108,membership_test,0.0105243,8.20E-05
5,108,membership_test,0.0088863,0.0001128
5,108,add_cube,0.0008504,0.0033269
5,108,add_hole,0.0007418,0.0035584
5,108,contained_in,0.009064,0.0082006
5,108,contained_in,0.0093522,0.0087573
5,108,contained_in,0.0170182,0.008126
5,108,contained_in,0.0090728,0.0079781
5,111,creation,0.093459,0.2236372
5,111,membership_test,0.0105892,8.89E-05
5,111,membership_test,0.0091215,0.0001233
5,111,add_cube,0.0007531,0.003673
5,111,add_hole,0.0007635,0.0034702
5,111,contained_in,0.0091647,0.0085003
5,111,contained_in,0.0093727,0.0085541
5,111,contained_in,0.0175053,0.008622
5,111,contained_in,0.0096123,0.0084885
5,114,creation,0.0880248,0.2407453
5,114,membership_test,0.0099578,8.99E-05
5,114,membership_test,0.0089769,0.0001232
5,114,add_cube,0.0007474,0.0037341
5,114,add_hole,0.0007712,0.0037975
5,114,contained_in,0.0090683,0.0088424
5,114,contained_in,0.0093311,0.0087746
5,114,contained_in,0.0174548,0.0089871
5,114,contained_in,0.0091492,0.0088721
5,117,creation,0.0856891,0.2501661
5,117,membership_test,0.0101227,9.17E-05
5,117,membership_test,0.0090566,0.0001284
5,117,add_cube,0.0007477,0.0037667
5,117,add_hole,0.0008094,0.0035373
5,117,contained_in,0.0091635,0.0089561
5,117,contained_in,0.0094783,0.0088763
5,117,contained_in,0.0177111,0.0091642
5,117,contained_in,0.009224,0.0090386
5,120,creation,0.0913719,0.263738
5,120,membership_test,0.0103337,9.06E-05
5,120,membership_test,0.0094988,0.0001221
5,120,add_cube,0.0007689,0.004341
5,120,add_hole,0.0007496,0.0223575
5,120,contained_in,0.0094224,0.0103854
5,120,contained_in,0.0095546,0.0096855
5,120,contained_in,0.0183428,0.0101101
5,120,contained_in,0.0099289,0.0099685
5,123,creation,0.0915385,0.2770273
5,123,membership_test,0.0109461,8.88E-05
5,123,membership_test,0.0097438,0.0001303
5,123,add_cube,0.0007818,0.0040177
5,123,add_hole,0.0007697,0.004049
5,123,contained_in,0.0099532,0.0097709
5,123,contained_in,0.010204,0.0099132
5,123,contained_in,0.01951,0.0099836
5,123,contained_in,0.0106821,0.0101779
5,126,creation,0.0974767,0.2894229
5,126,membership_test,0.0107945,9.60E-05
5,126,membership_test,0.0095665,0.000135
5,126,add_cube,0.0007867,0.0043447
5,126,add_hole,0.0007836,0.0043497
5,126,contained_in,0.0097847,0.0098173
5,126,contained_in,0.0099981,0.009623
5,126,contained_in,0.0178366,0.010832
5,126,contained_in,0.0090807,0.0106358
5,129,creation,0.0988618,0.2992921
5,129,membership_test,0.0110093,9.83E-05
5,129,membership_test,0.0093161,0.0001412
5,129,add_cube,0.0007653,0.0040462
5,129,add_hole,0.0008019,0.015841
5,129,contained_in,0.0095353,0.0105839
5,129,contained_in,0.0096182,0.0110167
5,129,contained_in,0.0192006,0.0112084
5,129,contained_in,0.0097594,0.0109543
5,132,creation,0.0992383,0.3157763
5,132,membership_test,0.0109319,9.98E-05
5,132,membership_test,0.0094778,0.0001454
5,132,add_cube,0.0007521,0.0149933
5,132,add_hole,0.0008015,0.0039199
5,132,contained_in,0.0095556,0.0113496
5,132,contained_in,0.0098882,0.0113128
5,132,contained_in,0.0192954,0.0115257
5,132,contained_in,0.0097632,0.0114043
5,135,creation,0.1010144,0.3382304
5,135,membership_test,0.0105575,9.69E-05
5,135,membership_test,0.0096934,0.0001398
5,135,add_cube,0.0007657,0.0045172
5,135,add_hole,0.000786,0.0042182
5,135,contained_in,0.0096,0.0121616
5,135,contained_in,0.0097481,0.0119918
5,135,contained_in,0.0195568,0.0122653
5,135,contained_in,0.0098602,0.0119506
5,138,creation,0.1034605,0.3592482
5,138,membership_test,0.0106106,0.0001015
5,138,membership_test,0.0094393,0.0001497
5,138,add_cube,0.0008043,0.0045255
5,138,add_hole,0.0007692,0.0044758
5,138,contained_in,0.0096623,0.0121637
5,138,contained_in,0.0099869,0.0124359
5,138,contained_in,0.0197531,0.0126837
5,138,contained_in,0.0104608,0.0122494
5,141,creation,0.1058977,0.3619185
5,141,membership_test,0.0106936,0.000104
5,141,membership_test,0.0098693,0.0001543
5,141,add_cube,0.0007517,0.0046655
5,141,add_hole,0.0007598,0.0157481
5,141,contained_in,0.0097474,0.0123245
5,141,contained_in,0.0125088,0.0129206
5,141,contained_in,0.019624,0.0131048
5,141,contained_in,0.0101595,0.0129314
5,144,creation,0.105719,0.3713668
5,144,membership_test,0.010618,0.0001087
5,144,membership_test,0.0095263,0.0001554
5,144,add_cube,0.0007664,0.0156804
5,144,add_hole,0.0007376,0.0045317
5,144,contained_in,0.00967,0.0129284
5,144,contained_in,0.0099632,0.013218
5,144,contained_in,0.0204147,0.0134673
5,144,contained_in,0.0103691,0.0132566
5,147,creation,0.1057603,0.4048992
5,147,membership_test,0.0107778,0.0001069
5,147,membership_test,0.0098159,0.0001553
5,147,add_cube,0.0007502,0.0048026
5,147,add_hole,0.000754,0.0047774
5,147,contained_in,0.0098119,0.0136388
5,147,contained_in,0.0099252,0.0136956
5,147,contained_in,0.0207742,0.0140138
5,147,contained_in,0.0101581,0.0136984
5,150,creation,0.1127265,0.4187937
5,150,membership_test,0.0110035,0.0001107
5,150,membership_test,0.0097496,0.0001638
5,150,add_cube,0.0008135,0.0155727
5,150,add_hole,0.0007486,0.004697
5,150,contained_in,0.0099076,0.0142306
5,150,contained_in,0.0101391,0.0144804
5,150,contained_in,0.0209775,0.0148015
5,150,contained_in,0.0125871,0.0151744
10,3,creation,0.0045364,0.0021789
10,3,membership_test,0.0086909,5.30E-05
10,3,membership_test,0.0076721,6.20E-06
10,3,add_cube,0.0014579,0.0004395
10,3,add_hole,0.001482,0.0006891
10,3,contained_in,0.007585,9.44E-05
10,3,contained_in,0.0083109,8.80E-05
10,3,contained_in,0.008395,0.0001285
10,3,contained_in,0.0074308,0.0001231
10,6,creation,0.0088324,0.0023955
10,6,membership_test,0.0080926,5.55E-05
10,6,membership_test,0.007647,1.39E-05
10,6,add_cube,0.0014497,0.0006793
10,6,add_hole,0.0014302,0.0010543
10,6,contained_in,0.0073452,0.0002365
10,6,contained_in,0.0079738,0.0002294
10,6,contained_in,0.0089101,0.0002773
10,6,contained_in,0.0072906,0.0002639
10,9,creation,0.0133103,0.0046764
10,9,membership_test,0.0082523,5.72E-05
10,9,membership_test,0.0076387,1.31E-05
10,9,add_cube,0.0014281,0.0009057
10,9,add_hole,0.0015091,0.0011803
10,9,contained_in,0.0073975,0.000377
10,9,contained_in,0.0082229,0.0003682
10,9,contained_in,0.009373,0.0004168
10,9,contained_in,0.0070244,0.0004163
10,12,creation,0.0170137,0.0071677
10,12,membership_test,0.0082999,5.73E-05
10,12,membership_test,0.0075001,1.51E-05
10,12,add_cube,0.0014107,0.0010904
10,12,add_hole,0.0014502,0.0015132
10,12,contained_in,0.0074103,0.0005211
10,12,contained_in,0.0080532,0.0005124
10,12,contained_in,0.009796,0.0005626
10,12,contained_in,0.007895,0.0005483
10,15,creation,0.021655,0.0110283
10,15,membership_test,0.0087343,5.88E-05
10,15,membership_test,0.0077914,1.86E-05
10,15,add_cube,0.0014714,0.0013598
10,15,add_hole,0.0014197,0.0018415
10,15,contained_in,0.0076424,0.0007101
10,15,contained_in,0.0082833,0.0006862
10,15,contained_in,0.0099784,0.0007449
10,15,contained_in,0.0073508,0.0007197
10,18,creation,0.0352147,0.01462
10,18,membership_test,0.0085842,6.12E-05
10,18,membership_test,0.0077519,2.14E-05
10,18,add_cube,0.0013751,0.0015831
10,18,add_hole,0.0014063,0.0018433
10,18,contained_in,0.0076466,0.0008327
10,18,contained_in,0.0082666,0.0008181
10,18,contained_in,0.0109289,0.0008814
10,18,contained_in,0.0082521,0.0008554
10,21,creation,0.0302168,0.0208414
10,21,membership_test,0.0092097,6.56E-05
10,21,membership_test,0.0076732,2.55E-05
10,21,add_cube,0.00133,0.0019213
10,21,add_hole,0.0013134,0.0021849
10,21,contained_in,0.0073953,0.0010612
10,21,contained_in,0.0080761,0.0010297
10,21,contained_in,0.0113429,0.0010971
10,21,contained_in,0.0076239,0.0010838
10,24,creation,0.0341297,0.0262805
10,24,membership_test,0.0088635,6.62E-05
10,24,membership_test,0.0083137,2.73E-05
10,24,add_cube,0.0014024,0.0020746
10,24,add_hole,0.0013845,0.0025644
10,24,contained_in,0.0081286,0.0012575
10,24,contained_in,0.0084985,0.001222
10,24,contained_in,0.0120307,0.0012793
10,24,contained_in,0.0078543,0.0012389
10,27,creation,0.038682,0.0434616
10,27,membership_test,0.0087271,6.61E-05
10,27,membership_test,0.0080511,3.12E-05
10,27,add_cube,0.0013697,0.0024531
10,27,add_hole,0.0013733,0.0027007
10,27,contained_in,0.0079862,0.001488
10,27,contained_in,0.0084358,0.0014521
10,27,contained_in,0.0125499,0.0015516
10,27,contained_in,0.0082752,0.0014919
10,30,creation,0.0445042,0.0408006
10,30,membership_test,0.0096716,7.36E-05
10,30,membership_test,0.0088093,3.51E-05
10,30,add_cube,0.0014407,0.0026318
10,30,add_hole,0.001478,0.0030428
10,30,contained_in,0.008561,0.0016651
10,30,contained_in,0.0091388,0.0016377
10,30,contained_in,0.0135508,0.0017643
10,30,contained_in,0.0086529,0.0016728
10,33,creation,0.0473153,0.0574676
10,33,membership_test,0.0092406,8.81E-05
10,33,membership_test,0.0084346,6.28E-05
10,33,add_cube,0.0014008,0.0028096
10,33,add_hole,0.0014281,0.0030754
10,33,contained_in,0.0081698,0.0018531
10,33,contained_in,0.0087218,0.001815
10,33,contained_in,0.0133212,0.0019873
10,33,contained_in,0.0082751,0.0018726
10,36,creation,0.0500855,0.0677815
10,36,membership_test,0.0096482,7.10E-05
10,36,membership_test,0.0083836,4.00E-05
10,36,add_cube,0.0013873,0.0029948
10,36,add_hole,0.0014161,0.0033661
10,36,contained_in,0.0081221,0.001961
10,36,contained_in,0.0082531,0.0020043
10,36,contained_in,0.0134935,0.0020475
10,36,contained_in,0.0090349,0.0019894
10,39,creation,0.0543538,0.0748898
10,39,membership_test,0.009504,7.51E-05
10,39,membership_test,0.0085064,4.33E-05
10,39,add_cube,0.0013693,0.0036102
10,39,add_hole,0.0014332,0.0038892
10,39,contained_in,0.0083568,0.0023585
10,39,contained_in,0.0089946,0.0022724
10,39,contained_in,0.0144818,0.0023643
10,39,contained_in,0.0085068,0.0023197
10,42,creation,0.0617185,0.0872985
10,42,membership_test,0.0105628,7.83E-05
10,42,membership_test,0.0088597,4.81E-05
10,42,add_cube,0.001428,0.0038513
10,42,add_hole,0.0014404,0.0041535
10,42,contained_in,0.0087724,0.002643
10,42,contained_in,0.0092003,0.0025503
10,42,contained_in,0.0152452,0.0027061
10,42,contained_in,0.00932,0.0026464
10,45,creation,0.0768422,0.1005421
10,45,membership_test,0.0099378,7.98E-05
10,45,membership_test,0.0089886,5.13E-05
10,45,add_cube,0.0014059,0.004
10,45,add_hole,0.0014335,0.0044574
10,45,contained_in,0.0087997,0.0029027
10,45,contained_in,0.0092895,0.0028246
10,45,contained_in,0.0157165,0.0053528
10,45,contained_in,0.0092917,0.0035356
10,48,creation,0.069819,0.111544
10,48,membership_test,0.0100334,7.79E-05
10,48,membership_test,0.0090591,5.23E-05
10,48,add_cube,0.0014598,0.0041549
10,48,add_hole,0.0014351,0.0044396
10,48,contained_in,0.0089075,0.0028635
10,48,contained_in,0.0093784,0.0028212
10,48,contained_in,0.0162368,0.003117
10,48,contained_in,0.0089683,0.0029626
10,51,creation,0.0744518,0.1265891
10,51,membership_test,0.0105897,8.73E-05
10,51,membership_test,0.0092591,6.08E-05
10,51,add_cube,0.0014434,0.0042073
10,51,add_hole,0.0014448,0.004816
10,51,contained_in,0.0090994,0.0034415
10,51,contained_in,0.0094171,0.0034072
10,51,contained_in,0.0169292,0.0034869
10,51,contained_in,0.0096241,0.0034283
10,54,creation,0.0791715,0.1427426
10,54,membership_test,0.010846,8.69E-05
10,54,membership_test,0.0091345,6.39E-05
10,54,add_cube,0.0013293,0.0051294
10,54,add_hole,0.0016043,0.0046091
10,54,contained_in,0.008922,0.0036504
10,54,contained_in,0.0093662,0.0035424
10,54,contained_in,0.0172559,0.0038144
10,54,contained_in,0.0090719,0.0037065
10,57,creation,0.083326,0.1540828
10,57,membership_test,0.0103625,8.69E-05
10,57,membership_test,0.0094263,6.66E-05
10,57,add_cube,0.0014272,0.0156787
10,57,add_hole,0.0014309,0.004953
10,57,contained_in,0.0092463,0.0039404
10,57,contained_in,0.0097069,0.0039038
10,57,contained_in,0.0176282,0.0040935
10,57,contained_in,0.0097687,0.0040023
10,60,creation,0.0875413,0.1798065
10,60,membership_test,0.010427,9.45E-05
10,60,membership_test,0.0093183,6.87E-05
10,60,add_cube,0.0013965,0.0054245
10,60,add_hole,0.0014342,0.0056647
10,60,contained_in,0.009413,0.0044417
10,60,contained_in,0.0096864,0.0042249
10,60,contained_in,0.0182355,0.0043728
10,60,contained_in,0.0094521,0.0042539
10,63,creation,0.0918935,0.1976146
10,63,membership_test,0.0105243,9.12E-05
10,63,membership_test,0.0093952,7.66E-05
10,63,add_cube,0.0014397,0.0056623
10,63,add_hole,0.0014666,0.0190909
10,63,contained_in,0.0093446,0.004315
10,63,contained_in,0.0097685,0.0045005
10,63,contained_in,0.0187024,0.0046924
10,63,contained_in,0.0095315,0.0045488
10,66,creation,0.0942088,0.21447
10,66,membership_test,0.0109973,9.55E-05
10,66,membership_test,0.0099711,7.41E-05
10,66,add_cube,0.0014718,0.0059754
10,66,add_hole,0.0014792,0.0062124
10,66,contained_in,0.0098728,0.00519
10,66,contained_in,0.0102344,0.0045947
10,66,contained_in,0.0198937,0.0046698
10,66,contained_in,0.0103593,0.0048055
10,69,creation,0.0991369,0.2348447
10,69,membership_test,0.0107266,8.84E-05
10,69,membership_test,0.0119861,7.16E-05
10,69,add_cube,0.001443,0.0059275
10,69,add_hole,0.00147,0.0063762
10,69,contained_in,0.0098658,0.005209
10,69,contained_in,0.0099175,0.0051036
10,69,contained_in,0.019823,0.0053673
10,69,contained_in,0.0100441,0.0052225
10,72,creation,0.1088071,0.2583613
10,72,membership_test,0.0109417,9.56E-05
10,72,membership_test,0.0099514,7.75E-05
10,72,add_cube,0.0014268,0.0061393
10,72,add_hole,0.0018218,0.0062891
10,72,contained_in,0.0099909,0.005406
10,72,contained_in,0.0100589,0.0054393
10,72,contained_in,0.0206547,0.0063027
10,72,contained_in,0.0133601,0.0055796
10,75,creation,0.1996373,0.4037454
10,75,membership_test,0.0143888,0.000169
10,75,membership_test,0.012928,0.0001492
