n_dims,n_cubes,operation,CanonicalHyperCubeSet,Z3ProductSet
4,3,creation,0.004986299900338054,0.19242389989085495
4,3,add_cube,0.0007407998200505972,0.0702078000176698
4,3,add_hole,0.0006776000373065472,0.0117123001255095
4,3,contained_in,0.007972499821335077,0.0236865000333637
4,3,contained_in,0.04015880008228123,0.0035047000274062157
4,3,contained_in,0.4961598999798298,0.007624499965459108
4,3,contained_in,0.008065099827945232,0.00289939995855093
4,6,creation,0.0042854000348597765,0.1429232000373304
4,6,add_cube,0.0006656001787632704,0.0737775000743568
4,6,add_hole,0.0006838999688625336,0.013631100067868829
4,6,contained_in,0.00853420002385974,0.03629620000720024
4,6,contained_in,0.024723100010305643,0.00510860001668334
4,6,contained_in,0.9750113999471068,0.01568439998663962
4,6,contained_in,0.008168499916791916,0.006143700098618865
4,9,creation,0.006291900062933564,0.1596129999961704
4,9,add_cube,0.0006609000265598297,0.07980030006729066
4,9,add_hole,0.0006767997983843088,0.003896899987012148
4,9,contained_in,0.008700600126758218,0.058675199979916215
4,9,contained_in,0.022637000074610114,0.008737300056964159
4,9,contained_in,0.9959897000808269,0.024418900022283196
4,9,contained_in,0.008105499902740121,0.009785000002011657
4,12,creation,0.008124100044369698,0.17037200019694865
4,12,add_cube,0.0006575000006705523,0.08209179993718863
4,12,add_hole,0.0006617999169975519,0.004219800001010299
4,12,contained_in,0.009203199995681643,0.07690669992007315
4,12,contained_in,0.02726770006120205,0.013634999981150031
4,12,contained_in,1.9870403001550585,0.03466810006648302
4,12,contained_in,0.008890199940651655,0.014542199904099107
4,15,creation,0.010226600104942918,0.18917350005358458
4,15,add_cube,0.0006683999672532082,0.09264250006526709
4,15,add_hole,0.0006754999049007893,0.004990400047972798
4,15,contained_in,0.009442499838769436,0.09277430013753474
4,15,contained_in,0.02475930005311966,0.02008650009520352
4,15,contained_in,3.0762551000807434,0.04831169988028705
4,15,contained_in,0.009113699896261096,0.02123129996471107
4,18,creation,0.012353199999779463,0.21269630012102425
4,18,add_cube,0.0006625999230891466,0.10465550003573298
4,18,add_hole,0.0006752000190317631,0.005907800048589706
4,18,contained_in,0.00928090000525117,0.11503800004720688
4,18,contained_in,0.025071199983358383,0.029919200111180544
4,18,contained_in,6.652513799956068,0.06610659998841584
4,18,contained_in,0.00998439989052713,0.030251899966970086
4,21,creation,0.01369470008648932,0.24211469991132617
4,21,add_cube,0.0006581000052392483,0.10986299999058247
4,21,add_hole,0.0006745001301169395,0.0074275999795645475
4,21,contained_in,0.009765200084075332,0.1430683999788016
4,21,contained_in,0.026410700054839253,0.04373889998532832
4,21,contained_in,15.809792199870571,0.08757849992252886
4,21,contained_in,0.009752500103786588,0.045249300077557564
4,24,creation,0.016793000046163797,0.26857180008664727
4,24,add_cube,0.0006876001134514809,0.11847230000421405
4,24,add_hole,0.0007094000466167927,0.01034920010715723
4,24,contained_in,0.010303999995812774,0.8089912999421358
4,24,contained_in,0.02859200001694262,0.08667799993418157
4,24,contained_in,25.82561910012737,0.11066549993120134
4,24,contained_in,0.010075799887999892,0.058490100083872676
8,3,creation,0.004219199996441603,0.007639999967068434
8,3,add_cube,0.0013159001246094704,0.006962199928238988
8,3,add_hole,0.0013182999100536108,0.002591300057247281
8,3,contained_in,0.00836670002900064,0.004219300113618374
8,3,contained_in,0.052877800073474646,0.004200699971988797
8,3,contained_in,1.9504457002039999,0.006689700065180659
8,3,contained_in,0.008233500178903341,0.006274699931964278
8,6,creation,0.008097500074654818,0.023427499923855066
8,6,add_cube,0.001294200075790286,0.014929099939763546
8,6,add_hole,0.0013052001595497131,0.00256159994751215
8,6,contained_in,0.00829829997383058,0.011917099822312593
8,6,contained_in,0.11080589983612299,0.012322699883952737
8,6,contained_in,3.0815933998674154,0.01537439995445311
8,6,contained_in,0.00949580012820661,0.014364399947226048
8,9,creation,0.012333200080320239,0.03959920001216233
8,9,add_cube,0.0013485997915267944,0.02074979990720749
8,9,add_hole,0.0013482000213116407,0.00314539996907115
8,9,contained_in,0.009355999995023012,0.020649299956858158
8,9,contained_in,0.0826482002157718,0.02077380008995533
