operation,samples,HyperCubeSetDD wins,HyperCubeSetDD wins (%),HyperCubeSetDD total time,Z3ProductSet total time,HyperCubeSetDD max time,Z3ProductSet max time,HyperCubeSetDD max advantage,Z3ProductSet max advantage
creation+emptiness,37,37,100.0,0.03997250006068498,0.7672832999960519,0.018231499998364598,0.052230300032533705,0.0514993000542745,-0.006812700070440769
creation+equivalence,666,666,100.0,0.5565111007308587,17.922936597955413,0.00242089998209849,0.10217269998975098,0.10114759998396039,-0.007582199992612004
creation+contained_in,1369,1361,99.41563184806428,1.570356301323045,31.005065199395176,0.039014099980704486,0.07827349996659905,0.07697579998057336,0.022880799951963127
